At index: 1 Name: Sneasler, Ability Category: 2, Ability Name: Unburden 
At index: 2200 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2201 Name: Swampert, Ability Category: 2, Ability Name: Torrent 
At index: 2202 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2203 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2206 Name: Ting-Lu, Ability Category: 2, Ability Name: Vessel of Ruin 
At index: 2207 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2209 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 2210 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2212 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2214 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2216 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 2219 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2223 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 2224 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2226 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2229 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2230 Name: Annihilape, Ability Category: 2, Ability Name: Defiant 
At index: 2232 Name: Charizard, Ability Category: 2, Ability Name: Solar Power 
At index: 2237 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2239 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2241 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 2243 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2244 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2246 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2247 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 2249 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2250 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2254 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2259 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 2261 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 2262 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2264 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2267 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2268 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 2269 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2273 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2274 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2275 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2278 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 2279 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2283 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2287 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2289 Name: Annihilape, Ability Category: 2, Ability Name: Defiant 
At index: 2290 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 2291 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2292 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 2293 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 2295 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2300 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2307 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2308 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 2312 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2315 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 2317 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2319 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2320 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2321 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 2322 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 2325 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2326 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: asone 
At index: 2327 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2328 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 2330 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2331 Name: Jumpluff, Ability Category: 2, Ability Name: Chlorophyll 
At index: 2333 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2335 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 2336 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2337 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2339 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2341 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2343 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2346 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2347 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2349 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 2350 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2351 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2352 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2357 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2358 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2362 Name: Sandy Shocks, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2363 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 2365 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2368 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2369 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2370 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2371 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2372 Name: Regieleki, Ability Category: 2, Ability Name: Transistor 
At index: 2374 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 2378 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2379 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2380 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 2383 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2384 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2386 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2387 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 2389 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2390 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2391 Name: Basculegion, Ability Category: 2, Ability Name: Swift Swim 
At index: 2394 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 2395 Name: Zacian, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 2398 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2401 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 2402 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2403 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2404 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2406 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2407 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2410 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2411 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2412 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2415 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2418 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2420 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2422 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2425 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2426 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 2428 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2429 Name: Jumpluff, Ability Category: 2, Ability Name: Chlorophyll 
At index: 2430 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2433 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 2435 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2436 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2442 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2445 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2449 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2450 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2451 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 2454 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 2455 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2456 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2457 Name: Ting-Lu, Ability Category: 2, Ability Name: Vessel of Ruin 
At index: 2458 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2460 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2461 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2462 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 2469 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2470 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2474 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2475 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2476 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2479 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2480 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2481 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2482 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 2483 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2486 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2487 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 2488 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2489 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 2491 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2492 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2494 Name: Annihilape, Ability Category: 2, Ability Name: Defiant 
At index: 2496 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 2497 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2498 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 2499 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2501 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2502 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2503 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 2504 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 2506 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2507 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2508 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2509 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2511 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 2513 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 2518 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2520 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 2523 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2524 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2525 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2526 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 2528 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2529 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2531 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 2532 Name: Iron Valiant, Ability Category: 2, Ability Name: Quark Drive 
At index: 2533 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2537 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 2538 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 2540 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2542 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2543 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2544 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2554 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2556 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 2557 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2558 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2559 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2562 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One 
At index: 2565 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2567 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2568 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2571 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 2575 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 2576 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 2577 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2578 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2581 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2582 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2585 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 2587 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 2589 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 2590 Name: Zamazenta, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 2594 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 2597 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 2599 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 2603 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
